Theater Name,Review date,Local Guide,Star rating,Review content,Sentiment Polarity,Subjectivity
Violet Crown,10/15/2024,FALSE,5,"Had a screening event here and it was seamless. The staff were all incredible and so nice to us the whole time and even in the days before in answering questions, etc. Cade the manager is the best. I would definitely have another screening here if possible or just to enjoy a movie regularly. Highly recommend!",0.377778,0.582222
Violet Crown,10/15/2024,FALSE,4,"Seats are worn but new seats are being installed and we're staged when we went. Food was meh and over priced but that's a movie theater for you.  Overall, I'd go again",0.068182,0.227273
Violet Crown,9/15/2024,TRUE,4,"Went here to check out a movie that wasn't playing anywhere else. It is a positive to have a local theater that shows independent films. The screen, sound, and picture quality is great. One thing that stood out that could need improvement is the theater we were in was the chairs were very worn, but was comfortable.",0.28961,0.417208
Violet Crown,9/15/2024,TRUE,4,Four stars for variety of films and food and drinks. Three stars for seating - getting a bit run down.,-0.15556,0.288889
Violet Crown,9/15/2024,FALSE,5,Very nice movie theater,0.78,1
Violet Crown,8/15/2024,TRUE,5,,,
Violet Crown,8/15/2024,TRUE,5,,,
Violet Crown,8/15/2024,TRUE,5,"This is a great theater they show first run movies along with independent films my first movie experience I had here I saw Cocaine Bear, great seats, nice staff and good popcorn definitely recommend to anyone visiting Charlottesville it's definitely laid back",0.34,0.489167
Violet Crown,7/15/2024,FALSE,4,Needs update,0,0
Violet Crown,7/15/2024,TRUE,4,Been there twice. Liked it both times.,0.6,0.8
Violet Crown,7/15/2024,TRUE,5,"A real nice spot, love the refill on the soda's.",0.7,0.8
Violet Crown,6/15/2024,FALSE,5,,,
Violet Crown,6/15/2024,TRUE,5,"Love the film selection at this cinema! Comfy seats, clean theaters and bathrooms, overall great place to catch a movie.",0.447917,0.5125
Violet Crown,4/15/2024,FALSE,5,,,
Violet Crown,4/15/2024,TRUE,5,Love my local theater! It’s walkable with a great atmosphere & pretty good food too + you can snag a drink too.,0.45,0.59
Violet Crown,3/15/2024,FALSE,2,,,
Violet Crown,3/15/2024,FALSE,2,"Cleanliness, customer service and food quality has dropped way down. Used to be great.",0.322222,0.519444
Violet Crown,3/15/2024,TRUE,3,Dirty.,-0.6,0.8
Violet Crown,3/15/2024,TRUE,5,,,
Violet Crown,3/15/2024,FALSE,5,,,
Violet Crown,3/15/2024,TRUE,5,"I've never had a bad experience at VC. I'm always really happy when they partner up with the VA Film Festival since it's a great, cozy theater for watching movies.",0.175,0.791667
Violet Crown,2/15/2024,TRUE,5,Comfortable seats and the staff was friendly and accommodating,0.3875,0.65
Violet Crown,1/15/2024,TRUE,5,wow!,0.125,1
Violet Crown,12/15/2023,FALSE,5,I would like it if you guys could play the ployoffs in your theaters,0,0
Violet Crown,12/15/2023,FALSE,5,Great place for indie movies!,0.4,0.375
Violet Crown,12/15/2023,FALSE,5,I just want to know if you can pay cash or only with a card?,0,1
Violet Crown,12/15/2023,TRUE,4,great place,0.8,0.75
Violet Crown,11/15/2023,TRUE,5,"Great food, friendly staff, great movie and quality set up. Appreciate the fact that this theater is in town!",0.725,0.666667
Violet Crown,11/15/2023,FALSE,5,"Great theater set up, friendly staff, lots of reasonably priced food/beer/wine options, and lovely interiors. Very clean bathrooms too. My husband and I visited for the first time yesterday, I bought the tickets online and it was a very easy process to do so. They had a lot of available showtimes for the movie we were looking to see. We even checked out the attached bar beforehand for a drink. Overall a great experience, looking forward to coming back.",0.396818,0.544848
Violet Crown,11/15/2023,TRUE,5,Very comfortable seats.,0.52,1
Violet Crown,11/15/2023,TRUE,5,Never been in a theatre with a 2nd story. Nice young man at the entrance helped us with directions.  Seat very comfortable and they serve liquor!,0.3375,0.6
Violet Crown,10/15/2023,TRUE,2,Dirty theater with the most rickety seats I've ever heard. The cup holders had mold in them and every time someone moved in their seats its the loudest creaking.Plus theater 2 is right next to the station where all the employees chat. You can hear it through the whole movie.,0.077143,0.447143
Violet Crown,10/15/2023,TRUE,5,,,
Violet Crown,10/15/2023,TRUE,3,,,
Violet Crown,10/15/2023,TRUE,5,,,
Violet Crown,9/15/2023,FALSE,1,Was there for a movie and had people talking through the entire film as well as taking photos with their flash on and making unwanted loud commentary throughout. Used to love going to this theatre but after my last experience I am very disappointed.,-0.075,0.613333
Violet Crown,9/15/2023,TRUE,5,,,
Violet Crown,9/15/2023,FALSE,5,Love this place! Theater is in excellent condition and the food/snacks are good. The best part of the experience is the staff - they’re always super kind and friendly. We’ve also met the manager on occasion and he’s great!! We love going here.,0.681481,0.657407
Violet Crown,9/15/2023,FALSE,5,"Amazing staff experience, consistently, the highest grade staff, who truly care about you. I have had several opportunities where things didn’t go quite right on my end, and staff made them well, and even bent over backwards to make sure that we had a wonderful time. I can’t say more positive things about the staff members. Specifically, Cade, made our experience a wonderful time for me and my wife. Truly grateful and thankful to have this theater.",0.484776,0.624451
Violet Crown,8/15/2023,FALSE,5,"My fav theater in Charlottesville. Friendly staff, great drinks, and a good selection of the newest movies along with the occasional classics mixed in. I love the vibe for watching movies in the small theaters downstairs too!",0.294643,0.460714
Violet Crown,8/15/2023,FALSE,5,"When I first went back to a movie theater after COVID restrictions lifted, I had such a terrible time at a Regal theater that I was pretty ready to swear off theaters besides Alamo. I’m so glad I found Violet Crown, as I’ve had an excellent experience every single time I’ve gone there.The picture is clear, the sound is great, and the snacks are tasty. I think their specialty beers are really cool, and I’ve liked the selection of films they’ve chosen aside from new releases. My wife and I especially enjoyed the “My Film Series According to Rock Band” series.Honestly, the reason I choose VC more than anywhere else if the staff. Every person I’ve met has been professional and friendly.",0.288944,0.583447
Violet Crown,8/15/2023,TRUE,5,Love this place!,0.625,0.6
Violet Crown,8/15/2023,FALSE,5,Cute little theater right in the heart of the mall. Small individual theater with the best stretch out chairs!,0.224702,0.522619
Violet Crown,7/15/2023,TRUE,5,,,
Violet Crown,7/15/2023,FALSE,5,,,
Violet Crown,7/15/2023,TRUE,5,"Incredible experience right on the mall.  Very friendly and helpful staff, and pretty good food.They have a personal pizza available that has no business being as good as it is.A+ would recommend",0.465402,0.623214
Violet Crown,7/15/2023,TRUE,4,Cozy movie theater/ offers food and drinks,-0.05,0.375
Violet Crown,6/15/2023,TRUE,5,Wonderful as always.,1,1
Violet Crown,6/15/2023,FALSE,4,"The theater was really nice. The seats were def more comfortable than both regal and Alamo. The pricing was not horrible however, not ideal for the concessions. Overall one of my best viewing experiences in Charlottesville.I will return at my earliest opportunity.",0.364286,0.657143
Violet Crown,6/15/2023,TRUE,3,The theater was nice. The employees taking the tickets were pretty creepy though.  Stared at my wife and other women.,0.05625,0.84375
Violet Crown,6/15/2023,FALSE,5,"Nice comfy seats! The pizza wasn't the best, but the popcorn was really good!",0.875,0.633333
Violet Crown,5/15/2023,FALSE,4,Really nice and inexpensive theater.,0.6,1
Violet Crown,5/15/2023,FALSE,5,Great theater,0.8,0.75
Violet Crown,5/15/2023,FALSE,5,,,
Violet Crown,5/15/2023,FALSE,5,"My favorite place in Cville! Please support your art house theaters!! Everyone who works here is so kind, it's always a great experience!",0.858854,0.883333
Violet Crown,4/15/2023,TRUE,5,Nice place,0.6,1
Violet Crown,4/15/2023,TRUE,5,Very cool place!!! Great environment and great beer.,0.829557,0.781667
Violet Crown,4/15/2023,TRUE,5,,,
Violet Crown,4/15/2023,FALSE,5,,,
Violet Crown,3/15/2023,FALSE,5,"Incredibly helpful staff and great, clean setup! Definitely my go-to theater in C’ville",0.539583,0.7125
Violet Crown,3/15/2023,TRUE,5,My favorite movie theater.,0.5,1
Violet Crown,3/15/2023,FALSE,5,,,
Violet Crown,3/15/2023,TRUE,5,,,
Violet Crown,2/15/2023,FALSE,5,Such a cozy theatre !,-0.125,0.625
Violet Crown,1/15/2023,TRUE,5,"Watched Avatar 2 there. If you know the movie was long 3 plus hours. The seat sat well and had no problem with soreness. Popcorn drinks, and candy are not too bad. And the price was ok. Still high no matter how you look at it. But the price was equally fair as most places.",0.185,0.584444
Violet Crown,12/15/2022,TRUE,5,"We were the only ones and they waited to start the movie until we had our food and drinks. Great place, very nice people.",0.526667,0.916667
Violet Crown,12/15/2022,TRUE,5,Favorite theater in charlotsville,0.5,1
Violet Crown,12/15/2022,TRUE,5,Nice theater with great food and drink options!,0.8,0.875
Violet Crown,12/15/2022,FALSE,5,Great movie and the hosts were so friendly!!,0.692969,0.625
Violet Crown,12/15/2022,FALSE,5,,,
Violet Crown,11/15/2022,TRUE,5,,,
Violet Crown,11/15/2022,TRUE,5,sweet place to watch a movie!,0.4375,0.65
Violet Crown,11/15/2022,TRUE,5,"We saw Devotion.   Very nice and clean... staff was great.   Popcorn smelled as good as it tasted.  We didn't order any food, but it did look good",0.669333,0.73
Violet Crown,11/15/2022,TRUE,5,Comfortable seating. Friendly staff!,0.434375,0.65
Violet Crown,11/15/2022,FALSE,5,Nice clean theatre with comfortable reclining seats.,0.455556,0.833333
Violet Crown,10/15/2022,TRUE,5,"Very nice atmosphere! Went to see the premier of Wakanda Forever!! Awesome follow up!! Graphic, engineering, story line......and so much more! Amazing! Both movies are about waaaay more than  comic book characters! You have to see; experience how it is relative to our very existence & purpose!🙌🙏",0.4875,0.566667
Violet Crown,10/15/2022,TRUE,5,,,
Violet Crown,10/15/2022,FALSE,5,,,
Violet Crown,10/15/2022,TRUE,4,Great place to see a movie. Best place in town for art films in their small viewing theaters. Would love a return to some upgraded snacks.,0.5125,0.5125
Violet Crown,10/15/2022,TRUE,5,Expensive but nice,0.05,0.85
Violet Crown,9/15/2022,FALSE,5,,,
Violet Crown,9/15/2022,TRUE,5,,,
Violet Crown,9/15/2022,TRUE,5,,,
Violet Crown,9/15/2022,TRUE,4,,,
Violet Crown,9/15/2022,TRUE,5,"Fantastic little theater in downtown historic Charlottesville, VA. Staff was super helpful, friendly, and ticket prices were great. It was a very small theater, three rows but it was very spacious and relaxing. The seats were big, comfortable and reclined. The sound system was quality and added to the experience. A great afternoon movie with my girl in a neat little theater.",0.23141,0.514359
Violet Crown,8/15/2022,TRUE,5,,,
Violet Crown,8/15/2022,FALSE,5,"Very accommodating for the rush of Minions fans. Five stars, will be back thank you.",0.1,0.15
Violet Crown,8/15/2022,FALSE,5,"Really nice theater, It's clean and the staff are friendly, power reclining seats,Tasty treats.",0.447222,0.733333
Violet Crown,8/15/2022,TRUE,5,,,
Violet Crown,8/15/2022,TRUE,3,,,
Violet Crown,7/15/2022,TRUE,5,,,
Violet Crown,7/15/2022,FALSE,5,Super accommodating to my brother whose in a wheelchair. Zack was awesome!!,0.666667,0.833333
Violet Crown,7/15/2022,FALSE,5,,,
Violet Crown,7/15/2022,TRUE,5,,,
Violet Crown,7/15/2022,TRUE,5,People flow was good.Food-prep was fast.Some theater chairs were squeaky but otherwise a very good experience..We finished the night walking through the outside mall.Nice place.,0.455,0.415
Violet Crown,6/15/2022,TRUE,4,🤙,0,0
Violet Crown,6/15/2022,TRUE,5,Great place for families and movie time,0.8,0.75
Violet Crown,6/15/2022,TRUE,5,,,
Violet Crown,6/15/2022,FALSE,3,,,
Violet Crown,6/15/2022,TRUE,5,Always clean always polite.,0.366667,0.7
Violet Crown,5/15/2022,TRUE,5,"Saw the Northman here, nice.",0.6,1
Violet Crown,5/15/2022,TRUE,5,Luv it big theather in what we thought was a small space suprising  staff very helpful,-0.01667,0.266667
Violet Crown,5/15/2022,TRUE,5,"Cade W. is a fantastic manager who is always professional when dealing with guests. All other staff are incredibly helpful and friendly and do a fabulous job of keeping the venue clean, comfortable, and welcoming. By far my favorite theater to see the newest movies",0.341667,0.7275
Violet Crown,5/15/2022,TRUE,5,Great place to catch a movie and a glass of wine!,1,0.75
Violet Crown,5/15/2022,TRUE,5,The staff was super friendly and helpful!,0.401042,0.583333
Violet Crown,4/15/2022,TRUE,5,"A local, small but modern, go-to movie theater for UVA students! I would definitely recommend checking this spot on your trip on the Downtown Mall!",0,0.3
Violet Crown,4/15/2022,TRUE,5,"Beautiful theater, great good and drink options, comfortable seating, great sound.",0.658333,0.716667
Violet Crown,4/15/2022,FALSE,5,Great overall experience!,0.4,0.375
Violet Crown,4/15/2022,TRUE,5,This is a really nice theater. It's clean and the employees are friendly. There's also a nice collection of concessions especially if you like to have a drink while you watch your movie.In covid times they have a seat between each group which I think is really nice and makes me feel safer watching the movie.There is assigned seating here which means if you buy your seats ahead of time you don't really have to worry about getting there very early.... but if you want snacks you should.,0.358958,0.72375
Violet Crown,4/15/2022,TRUE,5,,,
Violet Crown,3/15/2022,TRUE,4,,,
Violet Crown,3/15/2022,TRUE,5,"Highly recommend this theater. Great selection of films, top shelf concessions.",0.486667,0.596667
Violet Crown,3/15/2022,TRUE,4,"Expensive for what you get. Very pretty, but they just charge so much. The food is also way too expensive for the price. Eat somewhere else and only go here if you're ready to spend a chunk of change.",-0.04583,0.683333
Violet Crown,3/15/2022,TRUE,5,This place is great!!,1,0.75
Violet Crown,3/15/2022,FALSE,5,"Great theater, comfortable seats. Good selection of mainstream releases as well as independent films. Staff is always friendly!",0.47375,0.555
Violet Crown,1/15/2022,FALSE,5,Good,0.7,0.6
Violet Crown,12/15/2021,TRUE,5,Very nice. Food and movie was great. Chairs are comfy. Not recliners.,0.79,0.875
Violet Crown,12/15/2021,TRUE,5,,,
Violet Crown,12/15/2021,FALSE,5,,,
Violet Crown,12/15/2021,TRUE,5,Very intimate setting. Great for a date night or a family outing.,0.53,0.765
Violet Crown,11/15/2021,TRUE,5,,,
Violet Crown,11/15/2021,FALSE,5,,,
Violet Crown,11/15/2021,FALSE,5,Exceptional customer service! Brian was right on top of my situation and made it so easy to change my reservation.,0.513095,0.717262
Violet Crown,11/15/2021,TRUE,5,,,
Violet Crown,10/15/2021,TRUE,5,,,
Violet Crown,10/15/2021,TRUE,5,"Best theater in town! It’s clean, has comfortable recliners, a great beer selection, the popcorn is fresh and hot, and the most amazing customer service. I can’t wait to go back.",0.468519,0.588889
Violet Crown,10/15/2021,TRUE,4,,,
Violet Crown,10/15/2021,TRUE,2,"Just go to alamo house, I promise you won't regret it. Seat in the front two rows, seats recline",0,0
Violet Crown,9/15/2021,TRUE,5,Great service and food plus the movie was outstanding,0.65,0.8125
Violet Crown,9/15/2021,TRUE,5,Amazing popcorn. Amazing set up,0.6,0.9
Violet Crown,9/15/2021,FALSE,5,,,
Violet Crown,9/15/2021,TRUE,5,The movie theater was very clean and I enjoyed watching shang chi with my friends. Staff was also very friendly.,0.488056,0.753333
Violet Crown,8/15/2021,TRUE,5,"Seen Venom 2. Friendly staff, clean establishment. The cake donut holes with your choice of chocolate or honey dipping sauce are A MUST TRY!!!",0.545573,0.6
Violet Crown,8/15/2021,TRUE,5,"Ordered tickets online, breezed right in.  GREAT drink selection.  Found one of my favorite sour beers on tap!",0.349554,0.596429
Violet Crown,8/15/2021,TRUE,4,,,
Violet Crown,8/15/2021,FALSE,5,Very classy movie venue. Very kind and never busy,0.286667,0.766667
Violet Crown,7/15/2021,TRUE,5,"The theaters are small, which is a plus because it's easier to navigate and avoid potentially loud people. The food court is convenient and they have a great selection of classic and more meal-ish foods. Overall I tend to have a good time here.",0.288095,0.459524
Violet Crown,7/15/2021,TRUE,5,Great cinema! Comfy seats. Full bar with tap beers. Great popcorn. Tickets well priced too.,0.716667,0.683333
Violet Crown,7/15/2021,TRUE,5,Awesome Theater. Nice and cozy theaters. Nice staff.,0.5,0.9375
Violet Crown,7/15/2021,TRUE,5,,,
Violet Crown,6/15/2021,TRUE,5,,,
Violet Crown,6/15/2021,TRUE,5,"It was SO GOOD to get back in the theater for a movie!  Service was excellent, better than at home, where I would be the server. I like the food here great, and as always, their beer selection was better than my fridge.  I can't wait to go back.",0.5,0.478571
Violet Crown,6/15/2021,TRUE,5,My first movie post COVID. We were the only people in the theater and it was GREAT.,0.35,0.694444
Violet Crown,6/15/2021,TRUE,5,Comfortable seats and intimate setting. Love being able to select your seat ahead of time.,0.4,0.65625
Violet Crown,5/15/2021,FALSE,5,Loved it!  Fantastic customer service.  Would go again when in the VA!!,0.75,0.85
Violet Crown,5/15/2021,FALSE,5,,,
Violet Crown,5/15/2021,FALSE,5,,,
Violet Crown,5/15/2021,TRUE,5,,,
Violet Crown,4/15/2021,FALSE,5,"Nice to go to movies again. Sound was very high (needed earplugs at times) and AC was blasting in Row D, so we moved to last row. Otherwise, VC is our favorite local theater for current 🎥.",0.244,0.50981
Violet Crown,4/15/2021,FALSE,5,,,
Violet Crown,4/15/2021,TRUE,5,"Best way for us to see a movies in our own theatre with some good food and beer. The service was excellent too. The movie sound and video were great and we would have enjoyed staying twice as long. Super clean and they have extra air purification, felt very safe.",0.525,0.605556
Violet Crown,4/15/2021,TRUE,5,,,
Violet Crown,3/15/2021,FALSE,5,RSVP cinema was so much fun! My son and his friends had a blast celebrating his birthday. Will totally do this again.,0.1875,0.475
Violet Crown,3/15/2021,TRUE,5,Very nice theater to watch movies. Seat is comfortable.,0.59,0.9
Violet Crown,1/15/2021,TRUE,5,Very easy process to reserve and book a movie. The gentleman at the door was waiting for us and escorted us to our theater. I couldn't be happier and we had a great time.,0.681667,0.875
Violet Crown,12/15/2020,FALSE,5,,,
Violet Crown,12/15/2020,TRUE,5,"As an amateur movie critic, this is my go to spot in all of Charlottesville to go watch a film. Impeccable service! Great rooms! And great location! I’m never disappointed by this location. A+!",0.63125,0.65
Violet Crown,11/15/2020,FALSE,5,,,
Violet Crown,11/15/2020,FALSE,5,,,
Violet Crown,10/15/2020,TRUE,5,"Great movie theater. Decent food and drinks, reasonably priced.",0.388889,0.672222
Violet Crown,10/15/2020,TRUE,3,,,
Violet Crown,9/15/2020,FALSE,5,,,
Violet Crown,9/15/2020,TRUE,5,,,
Violet Crown,8/15/2020,FALSE,5,,,
Violet Crown,8/15/2020,TRUE,5,,,
Violet Crown,7/15/2020,TRUE,4,"Used to be better, but it seems like they are downsizing slightly.",0.166667,0.333333
Violet Crown,7/15/2020,FALSE,4,,,
Violet Crown,6/15/2020,TRUE,5,Excellent theatre!,1,1
Violet Crown,6/15/2020,TRUE,5,Nice staff pleasant atmospheres good movies,0.677778,0.855556
Violet Crown,5/15/2020,TRUE,5,,,
Violet Crown,5/15/2020,FALSE,3,,,
Violet Crown,4/15/2020,FALSE,5,"Great seats, location and people!",1,0.75
Violet Crown,4/15/2020,TRUE,5,,,
Violet Crown,3/15/2020,FALSE,1,,,
Violet Crown,3/15/2020,FALSE,5,,,
Violet Crown,2/15/2020,TRUE,4,,,
Violet Crown,2/15/2020,TRUE,4,"Comfortable theater. Seats don't recline, but they are large and cushioned. Everything is clean and we'll taken care of. They need more servers at the counters. I tried to get a drink during the movie and gave up because it was taking so long. It also took quite a while to get drinks and snacks prior to the movie. The area outside the individual theater areas is nice. It is a very comfortable area to sit before you go in to see the show.",0.255095,0.527857
Violet Crown,1/15/2020,FALSE,5,,,
Violet Crown,1/15/2020,TRUE,4,Loved Kama.,0.7,0.8
Violet Crown,12/15/2019,FALSE,3,Very comfortable seating food pricey but ok,0.51,0.75
Violet Crown,12/15/2019,FALSE,5,,,
Violet Crown,12/15/2019,TRUE,4,"This is a pretty cool theater! I love that you take your food and drinks in with you. It's definitely over priced for the quality of the food you get and there was not very mamy options unless you go to the restaurant downstairs although you can't take that food in with you. Overall I enjoyed the experience. Its a really nice, clean theater. Id definitely like to go back but I probably won't get any food.",0.232197,0.540909
Violet Crown,12/15/2019,TRUE,5,,,
Violet Crown,12/15/2019,FALSE,5,,,
Violet Crown,12/15/2019,TRUE,4,,,
Violet Crown,12/15/2019,TRUE,5,Violet crown is my go to theatre. The theatres are nice with big comfy seats. They have a good beer selection at reasonable prices,0.375,0.575
Violet Crown,12/15/2019,TRUE,5,Love seeing movies here! The truffle fries are DELICIOUS!!,0.8125,0.8
Violet Crown,12/15/2019,FALSE,5,,,
Violet Crown,12/15/2019,TRUE,5,,,
Violet Crown,12/15/2019,FALSE,4,,,
Violet Crown,12/15/2019,TRUE,5,Really good times!,0.875,0.6
Violet Crown,12/15/2019,TRUE,5,,,
Violet Crown,12/15/2019,TRUE,5,,,
Violet Crown,12/15/2019,TRUE,5,Superior location,0.7,0.9
Violet Crown,12/15/2019,FALSE,5,,,
Violet Crown,11/15/2019,TRUE,5,It's the wood fired grill!!..,0,0
Violet Crown,11/15/2019,TRUE,5,They had happy hour which was great and we were in a 27 person theater reclining chairs with foot rests! Best theater I have been in was theater 8!,0.933333,0.683333
Violet Crown,11/15/2019,FALSE,5,,,
Violet Crown,11/15/2019,TRUE,5,,,
Violet Crown,11/15/2019,FALSE,5,Good movie. Tom Hanks,0.7,0.6
Violet Crown,11/15/2019,TRUE,5,,,
Violet Crown,11/15/2019,FALSE,5,,,
Violet Crown,11/15/2019,TRUE,4,"Been Goin here since it opened and it's set my standard for a movie going experience from then on. Great selection on tap, excellent staff, and fantastic theaters. What else ya gotta have?",0.55,0.6625
Violet Crown,11/15/2019,FALSE,5,,,
Violet Crown,11/15/2019,FALSE,5,,,
Violet Crown,11/15/2019,TRUE,5,,,
Violet Crown,11/15/2019,TRUE,5,,,
Violet Crown,11/15/2019,TRUE,5,Nice recliner seats and the soda refill bar and the bathrooms are right near the movie room door.,0.328571,0.645238
Violet Crown,11/15/2019,FALSE,5,,,
Violet Crown,11/15/2019,FALSE,4,,,
Violet Crown,11/15/2019,TRUE,5,"Cozy theater but tons of upgraded features. Large seats, some recline, and plenty of tasty snacks. We'll definitely return for a second movie!",0.003571,0.419643
Violet Crown,10/15/2019,TRUE,5,,,
Violet Crown,10/15/2019,FALSE,5,"Staff was helpful, seats were comfortable. Easy to purchase tickets",0.416667,0.816667
Violet Crown,10/15/2019,FALSE,5,,,
Violet Crown,10/15/2019,TRUE,5,,,
Violet Crown,10/15/2019,FALSE,5,,,
Violet Crown,10/15/2019,TRUE,5,,,
Violet Crown,10/15/2019,TRUE,5,,,
Violet Crown,10/15/2019,FALSE,1,This movie theater is prejudice against the homeless community,0,0
Violet Crown,10/15/2019,TRUE,4,"You should know they have small theater sizes, 20 to 25 people seating. It is because the seats are so large and luxurious, reclining, with tabletops that include cup holders. The food here is excellent, the concessions like popcorn, which they use real butter, and the fountain drinks are reasonably priced. The experience is like seeing a private showing of a movie. Quaint intimate and not crowded. Definitely a place you want to visit occasionally.",0.17381,0.480952
Violet Crown,10/15/2019,FALSE,1,"I do not make a habit of leaving negative reviews. Because I feel like, generally, it doesn't serve anyone. I'd far rather leave a positive review for something I really enjoyed. Also, I have never, but never returned food... ever. But sadly, I returned my food here... twice, same night. Really, if you're going to charge double the going rate for a hot dog with ketchup, the recipe is not difficult. This was just awful - twice.1) take those dogs out of the rotisserie on a regular schedule. (When it's done, it's done. It doesn't get better by leaving it in thirty minutes longer.)2) throw out the ones that haven't sold, don't expect a different outcome by serving up a second rubbery-hard hotdog out of the same rotisserie fifteen minutes later, and3) do not put it on a stale bun straight out of the fridge - twice.OH! And when I returned the second hot dog at the end of the movie, sans the side of fries, because I was starving, they refunded me... for the dog only. And that put it over the top.",0.032386,0.494682
Violet Crown,10/15/2019,FALSE,5,,,
Violet Crown,10/15/2019,TRUE,5,Great beer selection and comfortable theaters!,0.65,0.775
Violet Crown,10/15/2019,TRUE,5,,,
Violet Crown,10/15/2019,FALSE,4,,,
Violet Crown,10/15/2019,TRUE,5,,,
Violet Crown,10/15/2019,TRUE,4,,,
Violet Crown,9/15/2019,TRUE,5,,,
Violet Crown,9/15/2019,FALSE,5,Fun vibe. Good beer and eats.,0.5,0.4
Violet Crown,9/15/2019,FALSE,5,,,
Violet Crown,9/15/2019,FALSE,5,,,
Violet Crown,9/15/2019,TRUE,5,,,
Violet Crown,9/15/2019,TRUE,5,,,
Violet Crown,9/15/2019,TRUE,4,,,
Violet Crown,9/15/2019,TRUE,5,"Love this boutigue theater, great seating, food and bar",0.65,0.675
Violet Crown,9/15/2019,FALSE,5,,,
Violet Crown,9/15/2019,TRUE,5,"Best movie house in town. Excellent theater, great beer selection, good snacks, and top movies.",0.8,0.63
Violet Crown,9/15/2019,TRUE,5,,,
Violet Crown,9/15/2019,TRUE,4,,,
Violet Crown,9/15/2019,FALSE,4,,,
Violet Crown,9/15/2019,TRUE,5,Great movie theater,0.8,0.75
Violet Crown,9/15/2019,FALSE,5,,,
Violet Crown,9/15/2019,TRUE,5,Always a movie treat,0,0
Violet Crown,8/15/2019,FALSE,5,,,
Violet Crown,8/15/2019,FALSE,1,,,
Violet Crown,8/15/2019,TRUE,5,"Great theater, good food but a bit chilly in theMovie theater itself",0.3,0.75
